Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2017,229826,Waldorf Astoria,Submitted,11 E Walton,60611,,,NEAR NORTH SIDE,Hotel,668071,2006,1,,33,30897479,38775995,,,,104.3,206.2,108.3,212.4,7772.4,11.6,41.89977386,-87.62764315,"(41.89977386, -87.62764315)"
2018,251523,Goethe Eleme-CPS,Submitted,2236 N Rockwell Ave,60647,1.5,false,LOGAN SQUARE,K-12 School,80028,1910,1,,38,2498268.8,3296283.3,,,,72.4,130.7,70.7,129.4,590.7,7.4,41.9226618,-87.69327193,"(41.9226618, -87.69327193)"
2016,109549,Lunt Avenue Condominium & Health Club,Submitted,1327-1337 W. Lunt Ave.,60626,,,ROGERS PARK,Multifamily Housing,59768,1925,1,,28,598055.4,4350958.3,,,,82.8,107.9,90.5,114.9,341.3,5.7,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2015,251944,820 S. Michigan,Submitted,820 S. Michigan Avenue,60605,,,LOOP,College/University,111681,1970,1,,,7063256,,,,,63.2,198.6,65,204.2,1419,12.7,41.871125480000003,-87.624708960000007,"(41.87112548, -87.62470896)"
2016,101838,191 North Wacker,Submitted,191 North Wacker Drive,60606,,,LOOP,Office,778325,2003,1,,88,41840195.9,,,,,53.8,168.8,54.5,171,7712,9.9,41.88538256,-87.63643849,"(41.88538256, -87.63643849)"
2017,103655,Stein Place,Submitted,5825 S. Dorchester,60637,,,HYDE PARK,Multifamily Housing,81561,1966,1,,47,1661136,,4066764,,,70.2,123.9,75.2,130,577.2,7.1,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2018,254165,Campion Hall-ID# 254165,Submitted,6551 N Sheridan Rd,60626,4.0,false,Rogers Park,Residence Hall/Dormitory,80742,1970,1,,84,2638001.1,1705966.7,,,,53.8,113.7,54.2,113.6,529.5,6.6,42.00163407,-87.66060143,"(42.00163407, -87.66060143)"
2017,251392,Canty Elemen-CPS,Submitted,3740 N Panama Ave,60634,,,DUNNING,K-12 School,78615,1936,1,,59,1744757,5906135,,,,97.3,148.6,112,164,636.3,8.1,41.94793297,-87.82972259,"(41.94793297, -87.82972259)"
2016,254364,HYP-Loop-Chicago,Submitted,28 N. Franklin St.,60606,,,Loop,Hotel,142321,2015,1,,85,5305905.7,4328299.8,,,,67.7,149,69.5,148.3,1207.9,8.5,41.88319104,-87.63527825,"(41.88319104, -87.63527825)"
2017,101676,O'Hare Plaza I,Submitted,8725-45 W. Higgins Road,60631,,,OHARE,Office,538105,1969,1,,94,21178424,16840000,,,,70.7,156.4,73.2,159.1,4810.2,8.9,41.98681144,-87.84464462,"(41.98681144, -87.84464462)"
2017,254345,Alden Princeton Rehab & Health Care Center,Submitted,255 W. 69th Street,60621,,,Greater Grand Crossing,Senior Care Community,80040,1990,1,,18,3874029,7453176,,,,141.5,249.8,149.5,257.9,1112.2,13.9,41.7739118,-87.63872,"(41.7739118, -87.63872)"
2017,251794,Saint Francis of Assisi/OLA School-Galapagos Charter,Submitted,3814 Iowa Street,60651,,,HUMBOLDT PARK,K-12 School,55455,1960,1,,95,284968,2718600,,,,54.2,67.6,60.1,73.8,197.1,3.6,41.89754415,-87.7221429,"(41.89754415, -87.7221429)"
2018,132408,Sheridan Shores Nursing Rehabilitation,Not Submitted,5838 N. Sheridan Rd.,60660,0.0,false,EDGEWATER,Senior Care Community,50092,1974,1,7934,,2782529,,,,,,,,,,,41.9884026,-87.65567064,"(41.9884026, -87.65567064)"
2016,254062,Prairie Ave Lofts,Submitted,221 Cullerton St.,60616,,,Near South Side,Multifamily Housing,171600,1924,1,,,4296752.1,4888243.9,,,,53.5,108.5,54.9,109,1051.6,6.1,41.8458598,-87.62921,"(41.8458598, -87.62921)"
2017,173597,Adlake Limited Partnership,Submitted,320 W. Ohio,60654,,,NEAR NORTH SIDE,Office,81000,1940,1,,97,737192,4367976,,,,63,85.2,70.8,93.6,368.3,4.5,41.89239794,-87.63645342,"(41.89239794, -87.63645342)"
2015,101968,30 N. Michigan Ave.,Submitted,30 N. Michigan Ave,60602,,,LOOP,Office,221987,1914,1,,53,13925928,10497597,,,,110,246.6,113.4,249.5,3356,15.1,41.882988789999999,-87.624972330000006,"(41.88298879, -87.62497233)"
2018,160399,Cityfront Place,Submitted,400 North McClurg,60611,4.0,false,NEAR NORTH SIDE,Multifamily Housing,474551,1991,1,15846,65,13244551.5,22245961.5,,,,74.8,127.4,74.2,125.6,3385,7.1,41.88919665,-87.61813032,"(41.88919665, -87.61813032)"
2015,119215,919 S California Ave.,Submitted,919 S California Avenue,60612,,,EAST GARFIELD PARK,Other,85000,2002,1,,,6243308,1961989,,,,96.5,254.9,98.1,255.7,1359,16,41.869931000000001,-87.695948999999999,"(41.869931, -87.695949)"
2017,113396,Surfside Condominium,Submitted,5815 N Sheridan Rd,60660,,,EDGEWATER,Multifamily Housing,189000,1960,1,,88,3044125,9192963,,,,64.7,101.6,70.2,107.4,1051.1,5.6,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2016,172784,Lake Meadows 1,Submitted,555 E 33rd Place,60616,,,DOUGLAS,Multifamily Housing,107500,1952,1,,48,916319.9,12167538.8,,,,121.7,145.6,133.7,157.4,815.2,7.6,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2017,174279,Diversey Square Phase 1 - TOTAL,Submitted,3300 W Diversey Ave,60647,,,AVONDALE,Multifamily Housing,181132,1920,6,,70,2950196,10683099,,,,75.3,113.1,79.4,117,1112.9,6.1,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
2018,175479,5858 N Broadway,Submitted,5858 North Broadway Street,60660,2.5,false,EDGEWATER,Multifamily Housing,68000,2008,1,1390,37,2155786.9,2397598.5,,,,67,125.8,66.5,125.5,486,7.1,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2018,251582,Fuller-CPS,Submitted,4214 S Saint Lawrence Ave,60653,3.5,false,GRAND BOULEVARD,K-12 School,91800,1968,1,508,79,1503670.4,4040446.4,,,,60.4,92.1,58.5,90.1,464.8,5.1,41.8180688,-87.61228957,"(41.8180688, -87.61228957)"
2017,174206,The Ambassador Condominium Homeowners Association,Submitted,1300 N State Parkway,60610,,,NEAR NORTH SIDE,Multifamily Housing,148466,2004,1,,44,4673563,5409417,,,,67.9,137.1,71.4,141.7,1151.4,7.8,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2018,254375,Pulaski Promenade,Submitted,4064-4200 South Pulaski Road,60632,4.0,false,Archer Heights,Lifestyle Center,122764,2016,2,1706,,5645215.4,1026820.8,,,,54.3,137.5,53.9,136.1,993.7,8.1,41.81969666,-87.69450689,"(41.81969666, -87.69450689)"
2016,158265,Randolph Tower City,Submitted,188 W Randolph St,60601,,,LOOP,Multifamily Housing,369145,1929,1,,37,12503222.8,14463521.8,,,,73.1,147.5,76.1,150.7,3072.8,8.3,41.88480581,-87.63360796,"(41.88480581, -87.63360796)"
2018,250080,Albany Terrace Apartments,Submitted,3030 W. 21ST PLACE,60623,3.5,false,SOUTH LAWNDALE,Multifamily Housing,262612,1974,1,72030,80,5116358.8,15190216.9,,,,77.3,115.3,77.5,115.5,1658,6.3,41.85331733,-87.70144548,"(41.85331733, -87.70144548)"
2018,116550,2019 - 4161 S Drexel,Submitted,4161 S. Drexel,60653,4.0,false,OAKLAND,Multifamily Housing,61104,1991,1,4219,,683566.6,,,,,11.2,31.3,11.2,31.3,113.7,1.9,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2016,252056,Rosenwald Hall and Walker Museum,Submitted,1115-25 East 58th Street,60637,,,HYDE PARK,Office,102569,1893,2,,,2295281.1,,3311129.1,,,54.7,109.1,57.4,112.4,642.9,6.3,41.78900616,-87.59865492,"(41.78900616, -87.59865492)"
2015,100179,Saint Anthony Hospital - Main Hospital,Submitted,2875 West 19th Street,60623,,,SOUTH LAWNDALE,Hospital (General Medical & Surgical),239057,1897,1,,44,25883466,41775015,,,,283,523.5,286.3,524.20000000000005,7419,31,41.85513555,-87.697840499999998,"(41.85513555, -87.6978405)"
2017,113487,1340 N Dearborn Condominium Association,Submitted,1340 N Dearborn,60610,,,NEAR NORTH SIDE,Multifamily Housing,106950,1967,1,,51,2697387,4711495,,,,69.3,125.4,70.7,130,749,7,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2015,251550,Coles Model-CPS,Submitted,8441 S Yates Blvd,60617,,,SOUTH CHICAGO,K-12 School,94614,1992,1,,69,3092009,2641220,,,,60.6,131.9,65.599999999999994,140.1,762,8,41.741480729999999,-87.56566918,"(41.74148073, -87.56566918)"
2017,110854,River Village Pointe Condominium Association,Submitted,845 N. Kingsbury,60610,,,NEAR NORTH SIDE,Multifamily Housing,86892,2007,1,,1,3226595,19939000,,,,266.6,357.5,284.4,376.8,1655.6,19.1,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2018,252088,Pueblo Commons Condominium Association,Submitted,8444 W Wilson Ave,60656,4.0,false,OHARE,Multifamily Housing,249000,1960,4,10771,99,1282154.5,10424399.9,,,,47,58.4,48.3,59.5,767,3.1,41.96376382,-87.83852632,"(41.96376382, -87.83852632)"
2016,112699,Sheridan Lakeside Condo Association (6249-59 N. Sheridan Rd.),Submitted,6259 N. Sheridan,60654,,,EDGEWATER,Multifamily Housing,70000,1923,1,,95,1324002.7,1501243.2,,,,40.4,81.9,41.9,85.8,323.8,4.6,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2015,251413,Lathrop Elem-CPS,Submitted,1440 S Christiana Ave,60623,,,NORTH LAWNDALE,K-12 School,63000,1963,1,,82,1853897,2725505,,,,72.7,137.80000000000001,75.599999999999994,140.30000000000001,517,8.199999999999999,41.861143550000001,-87.709686550000001,"(41.86114355, -87.70968655)"
2018,252265,Whitmore Apartments,Submitted,417-21 S Central,60644,4.0,false,AUSTIN,Multifamily Housing,68783,2000,3,1108,99,452816.8,2818656.6,,,,47.6,61.5,46.4,60.3,225,3.3,41.88764355,-87.76514926,"(41.88764355, -87.76514926)"
2017,251376,Ashburn Comm-CPS,Submitted,8300 S St Louis Ave,60652,,,ASHBURN,K-12 School,58580,1953,1,,99,885416,,,,,15.1,47.5,15.1,47.5,163.7,2.8,41.7418994,-87.70981348,"(41.7418994, -87.70981348)"
2015,250044,Garvey Elementary-CPS,Submitted,10309 S Morgan St,60643,,,WASHINGTON HEIGHTS,K-12 School,55354,1973,1,,36,2916719,,,,,52.7,165.5,54.2,170.1,586,10.6,41.706602240000002,-87.647064110000002,"(41.70660224, -87.64706411)"
2015,235008,1400 Lake Shore Drive Condominium Association,Submitted,1400 N Lake Shore Drive,60610,,,NEAR NORTH SIDE,Multifamily Housing,408250,1928,1,,,11214197,6164886,,,,42.6,102.1,43.8,106,2581,6.3,41.908000389999998,-87.626327919999994,"(41.90800039, -87.62632792)"
2017,156696,Film Exchange Lofts Condominium Association,Submitted,1307 S Wabash,60605,,,NEAR SOUTH SIDE,Multifamily Housing,125000,1929,1,,89,2149727,5076545,,,,57.8,96.6,61.2,100.5,667.1,5.3,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
2018,158083,Renaissance Ohare,Submitted,8500 west bryn mawr ave,60631,3.5,false,OHARE,Hotel,314254,2003,1,9380,56,15520283.8,18428205.7,,,,108,199.9,109.1,200.1,3560.8,11.3,41.98244678,-87.84101094,"(41.98244678, -87.84101094)"
2018,235635,Hermitage on Huron Condominium (235635),Submitted,70 West Huron Street,60654,2.5,false,NEAR NORTH SIDE,Multifamily Housing,263120,1985,1,8568,37,6404317.2,17889277.1,,,,92.3,139.5,90.5,136.3,2015.6,7.7,41.89525082,-87.63086103,"(41.89525082, -87.63086103)"
2018,138293,4617 4625 N SHERIDAN RD,Not Submitted,4617 4625 N SHERIDAN RD,60640,0.0,false,UPTOWN,,51699,,1,6538,,,,,,,,,,,,,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2018,242172,Two East Oak Condominium Association,Submitted,Two East Oak Street,60611,1.0,false,NEAR NORTH SIDE,Multifamily Housing,253772,1971,1,10539,27,8346181.9,18634087.8,,,,106.3,169.2,107,168.8,2378.3,9.4,41.900744,-87.6282,"(41.900744, -87.6282)"
2016,103264,South Commons - 2941 S Michigan,Submitted,2941 S Michigan Ave,60616,,,DOUGLAS,Multifamily Housing,67133,1964,1,,26,1248826.1,6940274.2,,,,122,167,135.7,181.3,598.8,8.9,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2018,243703,The Newport CA,Submitted,4800 S. Chicago Beach Drive,60615,4.0,false,KENWOOD,Multifamily Housing,770012,1963,2,33078,69,8404800.1,67689736.4,,,,98.8,122.9,100.5,124.6,4993.6,6.5,41.80656841,-87.58670323,"(41.80656841, -87.58670323)"
2017,175291,1200 W. Pratt Blvd. / 6800 N. Sheridan Rd.,Submitted,1200 W. Pratt Blvd.,60626,,,ROGERS PARK,Multifamily Housing,69512,1922,1,,31,1749452,4246307,,,,86.3,143.2,85.7,141.5,549,7.9,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2015,103614,Ann & Robert H. Lurie Children's Hospital of Chicago,Submitted,225 E Chicago Ave,60611,,,NEAR NORTH SIDE,Hospital (General Medical & Surgical),1250000,2012,1,,46,116695620,166122400,,,1940418,227.8,434.3,231,436.2,32413,25.9,41.896763999999997,-87.621559000000005,"(41.896764, -87.621559)"
2018,101807,Fine Arts Building,Submitted,408 410 S. Michigan Ave,60605,2.5,false,LOOP,Office,160558,1884,1,2168,42,3478005.1,14181341,,,,110,153.4,110.6,154,1331.9,8.3,41.87645683,-87.62485929,"(41.87645683, -87.62485929)"
2018,253957,Silver Coast Citadel Condominium Association,Submitted,7201-09 S Yates Blvd.,60649,1.0,false,SOUTH SHORE,Multifamily Housing,101200,1926,1,9170,9,1732582.9,9807020.8,,,,114,149.7,115.7,151.5,809.1,8,41.76263015,-87.57255287,"(41.76263015, -87.57255287)"
2016,251502,Jamieson Ele-CPS,Submitted,5650 N Mozart St,60659,,,WEST RIDGE,K-12 School,77794,1937,1,,33,2021377.3,5464129.9,,,,96.2,155.3,103.7,164.1,662.8,8.5,41.98454885,-87.70128931,"(41.98454885, -87.70128931)"
2015,158083,Renaissance Ohare,Submitted,8500 west bryn mawr ave,60631,,,OHARE,Hotel,314254,2003,1,,40,17008104,21503597,,,,122.5,241.8,123,241.5,4559,14.5,41.982446779999997,-87.841010940000004,"(41.98244678, -87.84101094)"
2017,159312,2101 S. Michigan Apartments,Submitted,2101 South Michigan Avenue,60616,,,NEAR SOUTH SIDE,Multifamily Housing,204401,1971,1,,65,3177969,16908429,,,,98.3,135.7,103.8,141.5,1485.7,7.3,41.85376667,-87.62338606,"(41.85376667, -87.62338606)"
2015,251551,Murphy Eleme-CPS,Submitted,3539 W Grace St,60618,,,IRVING PARK,K-12 School,85287,1924,1,,85,1453597,4232896,,,,66.7,105.6,71.7,111,517,6.1,41.949635010000002,-87.717089560000005,"(41.94963501, -87.71708956)"
2016,160954,Armour,Submitted,950 E. 59th St.,60637,,,HYDE PARK,Laboratory,64814,1963,1,,,11786692.6,,20906940.5,,,504.4,959.1,502.4,952.8,3560.7,54.9,41.787764,-87.602285,"(41.787764, -87.602285)"
2018,251768,213 West Institute Place,Submitted,213 West Institute Place,60610,4.0,false,NEAR NORTH SIDE,Office,155385,1931,1,3471,75,5588119,1192190,,,,43.6,108.8,43.3,108.2,993,6.4,41.89719013,-87.63519683,"(41.89719013, -87.63519683)"
2017,104635,"Wolcott Corners, L.L.C.",Submitted,1900-1912 W. Pratt Blvd.,60626,,,ROGERS PARK,Multifamily Housing,65128,1929,1,,42,569514,5102093,,,,87.1,109.7,95.9,118.7,376.3,5.8,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2017,113768,(IL614) - Constellation Condominium Association,Submitted,1555 N Dearborn Parkway,60610,,,NEAR NORTH SIDE,Multifamily Housing,96824,1962,1,,15,2342478,9065121,,,,117.8,174.3,127.9,184.8,914.6,9.4,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2017,114861,The Narragansett,Submitted,1640 E. 50th,60615,,,KENWOOD,Multifamily Housing,127096,1930,1,,6,3216379,12130526,,,,120.8,179.7,131,190.4,1239,9.7,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2017,176020,Hyde Park Bank,Submitted,1515-1531 East 53rd Street,60615,,,HYDE PARK,Office,158000,1926,1,,,1660307,8146235,,,,62.1,87.1,68.3,93.7,739.7,4.7,41.7992525,-87.58844296,"(41.7992525, -87.58844296)"
2018,118831,10725-Bucktown,Submitted,2140 N. Elston Ave,60614,4.0,false,LOGAN SQUARE,Retail Store,130345,2005,1,588,90,4027156.3,325900,,,,33.4,89.1,33.2,88.7,687.3,5.3,41.92048214,-87.67180668,"(41.92048214, -87.67180668)"
2016,231486,Waterford Condominium,Submitted,4170 N Marine Drive,60613,,,UPTOWN,Multifamily Housing,335787,1973,1,,28,15446854.2,8596951.6,,,,71.6,171.3,76.2,181.9,3303.8,9.8,41.95765183,-87.6471076,"(41.95765183, -87.6471076)"
2017,260054,Submit 2018* - 2600 S King Dr,Submitted,2600 S. King Drive Bldg,60616,,,DOUGLAS,Multifamily Housing,116400,2005,2,,100,860584,,,,,7.4,23.2,7.6,24,159.1,1.4,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2018,253993,(IL192) -2500 Lakeview Association,Submitted,2500 N. Lakeview,60614,2.0,false,Lincoln Park,Multifamily Housing,248335,1975,1,5568,26,13397310.1,2514828.5,,,,64.1,161.7,62.4,157,2362.4,9.5,41.9217371,-87.65392,"(41.9217371, -87.65392)"
2018,244591,630 North State Parkway Condo,Submitted,630 North State,60654,1.0,false,NEAR NORTH SIDE,Multifamily Housing,244750,2001,1,10319,1,9473998,22135335.1,,6436415.7,,155.4,227.3,156.3,228.1,,,41.89359009,-87.62848984,"(41.89359009, -87.62848984)"
2016,134779,CDM Center,Submitted,243 S. Wabash,60604,,,LOOP,College/University,184461,1916,1,,,13404618.6,7214810.8,,,,111.8,269.2,116.4,272.7,2854,15.5,41.87849608,-87.62558789,"(41.87849608, -87.62558789)"
2018,100418,Morgan Park-CPS,Submitted,1744 W Pryor Ave,60643,4.0,false,MORGAN PARK,K-12 School,269480,1921,1,2056,92,6830646.6,8807593.3,,,,58,105.3,58.3,105.7,1604.2,6,41.69164701,-87.66578473,"(41.69164701, -87.66578473)"
2016,103317,(IL504) - 33E. Condo Association,Submitted,33 E. Cedar St.,60611,,,NEAR NORTH SIDE,Multifamily Housing,162398,1958,1,,82,2422257.3,8399554.2,,,,66.6,101.1,72.4,105.3,892.6,5.5,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2017,250048,Kennedy High-CPS,Submitted,6325 W 56th St,60638,,,GARFIELD RIDGE,K-12 School,345406,1957,1,,72,9865655,8186246,,,,52.3,114.6,54.9,116.8,2258.9,6.5,41.79020209,-87.77942169,"(41.79020209, -87.77942169)"
2018,160285,Michigan Avenue Associates LLC,Submitted,2001 S Michigan,60616,3.0,false,NEAR SOUTH SIDE,Multifamily Housing,490215,1969,1,44167,65,8360754.6,40010822.9,,,,98.7,133.5,100,134.8,3516.1,7.2,41.855384,-87.62384,"(41.855384, -87.62384)"
2018,251344,03470-Elston & Addison,Submitted,3570 North Elston,60618,2.0,false,AVONDALE,Supermarket/Grocery Store,55024,1983,1,1576,46,9809459.1,4150800.1,,,,253.7,578.4,254.9,579.2,1852.4,33.7,41.94511719,-87.70845236,"(41.94511719, -87.70845236)"
2017,251332,Ray Meyer Fitness and Recreation Center,Submitted,2235 N. Sheffield,60615,,,LINCOLN PARK,College/University,117435,1999,1,,,6146650,7009920,,,,112,227,118.8,234,1508.8,12.8,41.922656,-87.653447,"(41.922656, -87.653447)"
2015,158874,Earl Shapiro Hall,Submitted,5800 Stony Island Avenue,60637,,,HYDE PARK,K-12 School,130848,2013,1,,37,4281255,5953920,,,,78.2,150.5,79.8,151.5,1176,9,41.789564689999999,-87.587085819999999,"(41.78956469, -87.58708582)"
2017,243776,1150 Condominium Association,Submitted,1150 N. Lake Shore Dr,60611,,,NEAR NORTH SIDE,Multifamily Housing,241500,1957,1,,48,5141485,17610059,,,,94.2,143.4,100.7,149.2,1886,7.8,41.90369999,-87.62492429,"(41.90369999, -87.62492429)"
2018,253965,Bauer Building,Submitted,224-230 W Huron St,60654,3.5,false,NEAR NORTH SIDE,Office,66043,1903,1,897,68,3140684.6,1355140.9,,,,68.1,154.7,67.1,153.7,594.5,9,41.89158015,-87.63783734,"(41.89158015, -87.63783734)"
2017,160262,Dearborn Homes,Submitted,2960 S. FEDERAL STREET,60616,,,DOUGLAS,Multifamily Housing,706989,1950,16,,29,21432850,52999077,,,,105.3,173.9,111.2,180.3,6777.9,9.6,41.84018052,-87.62932246,"(41.84018052, -87.62932246)"
2018,226985,(IL353) - 7321 S. Shore Co-Operative Apts. Inc,Submitted,"7321 S. Shore Dr. Apt.,",60649,2.0,false,SOUTH SHORE,Multifamily Housing,171630,1926,1,6034,44,1288681.7,16963063.1,,,,106.3,124.8,106.8,125.3,1115.4,6.5,41.76367663,-87.56017328,"(41.76367663, -87.56017328)"
2018,254342,3110 N Sheridan Condominiums,Not Submitted,3110 N. Sheridan,60657,0.0,false,Lake View,Multifamily Housing,120000,1964,1,4625,18,7144100.2,,,,,61.2,168.5,,,1199.2,10,41.9391704,-87.64565,"(41.9391704, -87.64565)"
2017,251623,Brunson Math-CPS,Submitted,5600 W Iowast,60651,,,AUSTIN,K-12 School,102700,2000,1,,10,5872403,4679326,,,,102.7,227.4,105.8,229.7,1334.3,13,41.896696,-87.765572,"(41.896696, -87.765572)"
2017,159091,Continental Plaza,Submitted,1330 W 76th Street,60620,,,AUBURN GRESHAM,Multifamily Housing,203603,2006,1,,25,6356124,4297290,,,,52.3,115.6,53.4,116.7,1322.9,6.5,41.756041,-87.656765,"(41.756041, -87.656765)"
2015,173488,"F.H. Paschen, S.N. Nielsen & Associates, LLC",Submitted,8734 W. Catalpa,60656,,,OHARE,Office,112700,1989,1,,46,9125357,,,,,81,254.2,81.5,255.8,1833,16.3,41.979185000000001,-87.844848999999996,"(41.979185, -87.844849)"
2015,101989,200 West Partners Limited Partnership,Submitted,330 S. Wells,60606,,,LOOP,Office,122500,1927,1,,87,5665404,153490,,,,47.5,146.5,47.1,145.19999999999999,1146,9.4,41.877055050000003,-87.634028200000003,"(41.87705505, -87.6340282)"
2017,173767,Reside at Belmont Harbor,Submitted,426 West Belmont Avenue,60657,,,LAKE VIEW,Multifamily Housing,59150,1933,1,,78,1651022,2477318,,,,69.8,131.6,72.9,134.9,436.8,7.4,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2014,101865,Hartford Plaza,Submitted,150 South Wacker,60606,,,LOOP,Office,1281114,1971,1,,84,70988503,52243346,,,,96,217,92,212,17037,13.3,41.87965675,-87.63746431,"(41.87965675, -87.63746431)"
2017,102725,237-Senior Suites of W. Humboldt Park,Submitted,3656 W. Huron Street,60624,,,HUMBOLDT PARK,Senior Care Community,70370,2009,1,,9,2059616,4221700,,,,89.3,154.9,95.9,162.7,605,8.6,41.8808242,-87.72327934,"(41.8808242, -87.72327934)"
2016,173767,Reside at Belmont Harbor,Submitted,426 West Belmont Avenue,60657,,,LAKE VIEW,Multifamily Housing,59150,1933,1,,67,1718331,3147768.8,,,,82.3,147.1,87.9,153,483.9,8.2,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2017,163223,Salem Baptist Church of Chicago,Submitted,10909 S. Cottage Grove Avenue,60628,,,PULLMAN,Worship Facility,91800,1960,1,,1,3048683,34857170,,,,412.9,503,412.9,503,2415.1,26.3,41.69635381,-87.60821945,"(41.69635381, -87.60821945)"
2016,101710,Algonquin #1,Submitted,1605 E. 50th Street,60615,,,KENWOOD,Multifamily Housing,59310,1950,1,,4,2249432.7,5501499.7,,,,130.7,216.5,141.6,228,706.8,11.9,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2015,252029,Baum Revision Hubbard,Submitted,1812-1840 Hubbard Street,60622,,,WEST TOWN,Mixed Use Property,121464,1914,1,,,1649600,4473200,,,,50.4,81.3,52.9,83.2,569,4.7,41.890191369999997,-87.672861920000003,"(41.89019137, -87.67286192)"
2018,251555,ColumExpAcdm-CPS,Submitted,4520 S Kedzie Ave,60632,3.0,false,BRIGHTON PARK,K-12 School,108052,2001,1,717,67,3366836.4,2336724.1,,,,52.8,110,52.3,109.4,684.2,6.3,41.81092719,-87.7044227,"(41.81092719, -87.7044227)"
2018,172132,Claridge House,Not Submitted,1244 N Dearborn St,60610,0.0,false,NEAR NORTH SIDE,,73450,,1,5083,,,,,,,,,,,,,41.9052343,-87.63045029,"(41.9052343, -87.63045029)"
2018,140771,Renaissance North,Not Submitted,551 W. North Avenue,60610,0.0,false,NEAR NORTH SIDE,Multifamily Housing,80000,2003,1,3216,,,,,,,,,,,,,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2018,158061,Edgewater Medical Center (vacant),Exempt,5700 N ASHLAND AVE,60660,,true,EDGEWATER,,233844,,1,,,,,,,,,,,,,,41.98552836,-87.67026391,"(41.98552836, -87.67026391)"
2016,252299,Reside on Roscoe,Submitted,532 West Roscoe Street,60657,,,LAKE VIEW,Multifamily Housing,54370,1971,1,,90,986296.6,2627700.1,,,,66.5,107.7,71.8,113.3,321.4,5.9,41.94332422,-87.64331894,"(41.94332422, -87.64331894)"
2018,233920,SoNo Condominium Association,Not Submitted,860 W Blackhawk St,60642,0.0,false,NEAR NORTH SIDE,,402578,,1,7456,,,,,,,,,,,,,41.90876793,-87.65062844,"(41.90876793, -87.65062844)"
2016,160450,Sono East,Submitted,840 West Blackhawk,60642,,,NEAR NORTH SIDE,Multifamily Housing,317997,2012,1,,22,12132266.8,16942337.9,,,,91.4,175.7,95,177.3,3136.1,9.9,41.908557,-87.649735,"(41.908557, -87.649735)"
2016,243745,Kennelly Square Condominium Association,Submitted,1749 N Wells Street,60614,,,LINCOLN PARK,Multifamily Housing,326596,1972,2,,,14828596.4,18100500.1,,,,100.8,200.8,107.3,207.5,3694.6,11.3,41.914201,-87.634765,"(41.914201, -87.634765)"
2018,175523,222 West Hubbard Street,Submitted,222 West Hubbard Street,60654,4.0,false,NEAR NORTH SIDE,Office,66095,1905,1,,73,2906713.5,2163730,,,,76.7,157.5,75.2,155.3,598.5,9.1,41.89022006,-87.63488473,"(41.89022006, -87.63488473)"
2018,158406,65 E Wacker Place,Submitted,65 E Wacker Place,60601,4.0,false,LOOP,Office,249062,1928,1,2288,62,5975834.8,11041090.2,,6412188.7,,94.1,137.2,92.3,135.3,1918.5,7.7,41.88679295,-87.6256306,"(41.88679295, -87.6256306)"
2016,159647,The Van der Rohe,Submitted,2933 N. Sheridan Road,60657,,,LAKE VIEW,Multifamily Housing,193500,1952,1,,52,4937201.5,12010977.8,,,,87.6,145.3,95,151.4,1548,8,41.93522966,-87.63890549,"(41.93522966, -87.63890549)"
